单词名,忘记次数,记得次数,需要背这个单词,难度,已查看次数,评论,图片有用
depressed,0,1,1,5.4,1,,
patriot,2,2,1,5.4,1,,
flock,0,1,1,5.4,1,,
distort,0,1,1,5.4,1,,
constrain,0,1,1,5.4,1,,
emulate,0,1,1,5.4,1,,
designate,0,1,1,5.4,1,,
supplant,0,1,1,5.4,1,,
fictitious,0,1,1,5.4,1,,
boisterous,0,1,1,5.4,1,,
damn,0,1,1,5.4,1,,
canon,0,1,1,5.4,1,,
coda,0,1,1,5.4,1,,
hardy,0,1,1,5.4,1,,
featureless,0,1,1,5.4,1,,
wary,0,1,1,5.4,1,,
diminish,0,1,1,5.4,1,,
permanent,0,1,1,5.4,1,,
complacency,0,1,1,5.4,1,,
disinclination,0,1,1,5.4,1,,
aggressive,0,1,1,5.4,1,,
chauvinistic,0,1,1,5.4,1,,
embed,0,1,1,5.4,1,,
anonymous,0,1,1,5.4,1,,
green,0,1,1,5.4,1,,
dominant,0,1,1,5.4,1,,
indulgent,0,1,1,5.4,1,,
pore,1,1,1,5.4,2,,
arrhythmic,0,1,1,5.4,1,,
run,0,1,1,5.4,1,,
idle,0,1,1,5.4,1,,
articulate,0,1,1,5.4,1,,
arrest,0,1,1,5.4,1,,
extinguish,0,1,1,5.4,1,,
lyric,0,1,1,5.4,1,,
revise,0,1,1,5.4,1,,
dart,0,1,1,5.4,1,,
mania,0,1,1,5.4,1,,
torpid,0,1,1,5.4,1,,
institute,0,1,1,5.4,1,,
byzantine,0,1,1,5.4,1,,
gall,2,1,1,5.4,4,,
needy,0,1,1,5.4,1,,
scorn,0,1,1,5.4,1,,
refine,0,2,1,5.4,2,,
residue,0,1,1,5.4,1,,
argument,0,1,1,5.4,1,,
cozen,0,1,1,5.4,1,,
detain,0,1,1,5.4,1,,
spurious,0,1,1,5.4,1,,
severe,0,1,1,5.4,1,,
dissonance,0,1,1,5.4,1,,
terse,0,1,1,5.4,1,,
insight,0,1,1,5.4,1,,
pedestrian,0,1,1,5.4,1,,
stiff,0,1,1,5.4,1,,
debonair,0,1,1,5.4,1,,
exploit,0,1,1,5.4,1,,
decode,0,1,1,5.4,1,,
deride,0,1,1,5.4,1,,
homely,0,1,1,5.4,1,,
opportune,0,1,1,5.4,1,,
candor,0,1,1,5.4,1,,
depreciate,0,1,1,5.4,1,,
withhold,0,4,1,5.4,1,,
foible,0,1,1,5.4,1,,
flexible,0,1,1,5.4,1,,
concord,0,1,1,5.4,1,,
debris,0,1,1,5.4,1,,
contaminate,0,1,1,5.4,1,,
besmirch,0,1,1,5.4,1,,
elliptical,0,1,1,5.4,1,,
aspersion,0,1,1,5.4,1,,
naive,0,1,1,5.4,1,,
concrete,0,2,1,5.4,2,,
gull,0,1,1,5.4,1,,
cajole,0,1,1,5.4,1,,
worldly,0,1,1,5.4,1,,
ancillary,0,1,1,5.4,1,,
everlasting,0,1,1,5.4,1,,
self-abasement,1,1,1,5.4,1,,
awning,0,1,1,5.4,1,,
override,0,1,1,5.4,1,,
disgruntle,0,1,1,5.4,1,,
liberal,0,1,1,5.4,1,,
filter,0,1,1,5.4,1,,
inclement,1,2,1,5.4,1,,
momentous,0,1,1,5.4,1,,
obstinate,0,1,1,5.4,1,,
appreciable,0,1,1,5.4,1,,
loutish,0,1,1,5.4,1,,
paradise,0,1,1,5.4,1,,
elicit,0,1,1,5.4,1,,
allure,0,1,1,5.4,1,,
arbitrary,0,1,1,5.4,1,,
authority,0,1,1,5.4,1,,
spur,0,1,1,5.4,1,,
vague,0,1,1,5.4,1,,
viable,0,1,1,5.4,1,,
summon,0,1,1,5.4,1,,
unimpeachable,0,1,1,5.4,1,,
original,0,1,1,5.4,1,,
conservatory,0,1,1,5.4,1,,
foil,0,1,1,5.4,1,,
convey,0,1,1,5.4,1,,
extort,0,1,1,5.4,1,,
sincere,0,1,1,5.4,1,,
victimize,0,1,1,5.4,1,,
divulge,0,2,1,5.4,2,,
dodge,0,1,1,5.4,1,,
minimize,0,1,1,5.4,1,,
chord,0,1,1,5.4,1,,
arrogance,0,1,1,5.4,1,,
acerbic,0,1,1,5.4,1,,
medley,0,1,1,5.4,1,,
polished,0,1,1,5.4,1,,
bribe,0,1,1,5.4,1,,
minute,0,1,1,5.4,1,,
dilettante,0,1,1,5.4,1,,
convulsion,0,1,1,5.4,1,,
escalate,0,1,1,5.4,1,,
forage,1,1,1,5.4,1,,0.0
dissemble,0,1,1,5.4,1,,
inevitable,0,1,1,5.4,1,,
eclipse,0,1,1,5.4,1,,
exacerbate,0,1,1,5.4,1,,
divestiture,0,1,1,5.4,1,,
umbrage,0,1,1,5.4,1,,
substantial,0,1,1,5.4,1,,
truncate,0,1,1,5.4,1,,
stabilize,0,1,1,5.4,1,,
mute,0,1,1,5.4,1,,
imprecise,0,1,1,5.4,1,,
enact,0,1,1,5.4,1,,
convenience,0,1,1,5.4,1,,
fatuous,0,1,1,5.4,1,,
discharge,0,1,1,5.4,1,,
excursive,0,1,1,5.4,1,,
alloy,0,1,1,5.4,1,,
dilatory,0,1,1,5.4,1,,
measured,0,1,1,5.4,1,,
plastic,0,1,1,5.4,1,,
erratic,0,1,1,5.4,1,,
formidable,0,1,1,5.4,1,,
cherished,0,1,1,5.4,1,,
torrential,0,1,1,5.4,1,,
contiguous,0,1,1,5.4,1,,
bridle,1,1,1,5.4,1,,
brevity,0,1,1,5.4,1,,
tawdry,0,1,1,5.4,1,,
levelheaded,0,1,1,5.4,1,,
variance,0,1,1,5.4,1,,
recessive,0,1,1,5.4,1,,
parrot,0,1,1,5.4,1,,
tedious,0,1,1,5.4,1,,
mirage,2,2,1,5.4,1,,
ungainly,0,1,1,5.4,1,,
extinct,0,1,1,5.4,1,,
eccentric,0,1,1,5.4,1,,
infinite,0,1,1,5.4,1,,
trivial,0,1,1,5.4,1,,
muddy,0,1,1,5.4,1,,
discriminate,0,1,1,5.4,1,,
sinuous,0,1,1,5.4,1,,
distraught,0,1,1,5.4,1,,
mandatory,0,1,1,5.4,1,,
strike,0,1,1,5.4,1,,
abbreviate,0,1,1,5.4,1,,
elevate,0,1,1,5.4,1,,
nerve,0,1,1,5.4,1,,
cast,0,1,1,5.4,1,,
facilitate,0,1,1,5.4,1,,
toy,0,1,1,5.4,1,,
deference,1,2,1,5.4,1,,
compromise,0,1,1,5.4,1,,
blurt,0,1,1,5.4,1,,
fecund,0,1,1,5.4,1,,
offbeat,0,1,1,5.4,1,,
fallible,0,1,1,5.4,1,,
extraction,0,1,1,5.4,1,,
clot,0,1,1,5.4,1,,
fantasy,0,1,1,5.4,1,,
disinter,1,2,1,5.4,1,,
convention,0,1,1,5.4,1,,
substitute,0,1,1,5.4,1,,
entrance,0,1,1,5.4,1,,
distill,0,1,1,5.4,1,,
check,0,1,1,5.4,1,,
cellular,0,1,1,5.4,1,,
disseminate,0,1,1,5.4,1,,
descend,0,1,1,5.4,1,,
ingenuous,0,1,1,5.4,1,,
rarefy,0,1,1,5.4,1,,
solid,0,1,1,5.4,1,,
escort,0,1,1,5.4,1,,
contentious,2,1,1,5.4,1,,
misfortune,0,1,1,5.4,1,,
gallant,2,1,1,5.4,4,,
perceptive,0,1,1,5.4,1,,
chromatic,0,1,1,5.4,1,,
malcontent,0,1,1,5.4,1,,
intimate,0,1,1,5.4,1,,
tackle,0,1,1,5.4,1,,
extenuate,0,1,1,5.4,1,,
obsess,0,1,1,5.4,1,,
noxious,0,1,1,5.4,1,,
bore,0,1,1,5.4,1,,
bogus,0,1,1,5.4,1,,
skirt,0,1,1,5.4,1,,
timeworn,0,1,1,5.4,1,,
untenable,0,1,1,5.4,1,,
cloying,0,1,1,5.4,1,,
extract,0,1,1,5.4,1,,
slight,0,1,1,5.4,1,,
luxurious,0,1,1,5.4,1,,
fatigue,0,1,1,5.4,1,,
spectator,0,1,1,5.4,1,,
release,0,2,1,5.4,2,,
arresting,0,2,1,5.4,1,,
saturate,0,1,1,5.4,1,,
secrete,0,1,1,5.4,1,,
synopsis,0,1,1,5.4,1,,
disinterested,1,2,1,5.4,1,,
deploy,0,1,1,5.4,1,,
polarize,0,1,1,5.4,1,,
oscillate,0,1,1,5.4,1,,
demoralize,0,1,1,5.4,1,,
applause,0,1,1,5.4,1,,
flit,0,1,1,5.4,1,,
consolidate,1,2,1,5.4,1,,
collaborate,0,1,1,5.4,1,,
acquire,0,1,1,5.4,1,,
cling,0,1,1,5.4,1,,
trespass,0,1,1,5.4,1,,
evoke,0,1,1,5.4,1,,
delicacy,0,1,1,5.4,1,,
subside,0,1,1,5.4,1,,
antipathy,0,1,1,5.4,1,,
aloof,0,1,1,5.4,1,,
bound,0,1,1,5.4,1,,
Polar bears,0,1,0,5.4,1,,
shiftless,1,2,1,5.4,1,,
accommodate,0,1,1,5.4,1,,
contract,0,1,1,5.4,1,,
commonsensical,0,1,1,5.4,1,,
monologue,0,1,1,5.4,1,,
depose,0,1,1,5.4,1,,
cohesive,0,1,1,5.4,1,,
wretched,1,1,1,5.4,1,,
phenomenal,0,1,1,5.4,1,,
backhanded,0,1,1,5.4,1,,
motivate,0,1,1,5.4,1,,
intimidate,1,2,1,5.4,1,,
dais,0,1,1,5.4,1,,
consensus,0,1,1,5.4,1,,
excruciate,0,1,1,5.4,1,,
dormant,0,1,1,5.4,1,,
embarrass,0,1,1,5.4,1,,
restless,0,1,1,5.4,1,,
dishearten,0,1,1,5.4,1,,
mutate,0,1,1,5.4,1,,
equilibrium,0,1,1,5.4,1,,
discredit,0,1,1,5.4,1,,
emollient,0,1,1,5.4,1,,
eternal,0,1,1,5.4,1,,
cynic,0,1,1,5.4,1,,
encumber,0,1,1,5.4,1,,
gullible,0,1,1,5.4,1,,
baffle,0,1,1,5.4,1,,
calculated,0,1,1,5.4,1,,
rage,0,1,1,5.4,1,,
reconvene,1,1,1,5.4,3,,
illusory,0,1,1,5.4,1,,
dynamic,0,1,1,5.4,1,,
clement,0,1,1,5.4,1,,
inkling,0,1,1,5.4,1,,
edible,0,1,1,5.4,1,,
wither,0,2,1,5.4,1,,
valid,0,1,1,5.4,1,,
condemn,0,1,1,5.4,1,,
concise,0,1,1,5.4,1,,
appealing,0,1,1,5.4,1,,
frenzy,0,1,1,5.4,1,,
jog,0,1,1,5.4,1,,
mite,0,1,1,5.4,1,,
solitude,0,1,1,5.4,1,,
virtuous,0,1,1,5.4,1,,
belligerence,0,1,1,5.4,1,,
suppress,0,1,1,5.4,1,,
syllabus,1,1,1,5.4,2,,
fester,0,1,1,5.4,1,,
pioneer,0,1,1,5.4,1,,
milk,0,1,1,5.4,1,,
outgoing,0,1,1,5.4,1,,
diversity,0,1,1,5.4,1,,
agreeable,0,1,1,5.4,1,,
simulate,0,1,1,5.4,1,,
shifty,0,2,1,5.4,1,,
monochromatic,1,2,1,5.4,1,,
steadfast,0,1,1,5.4,1,,
testimony,0,1,1,5.4,1,,
malinger,0,1,1,5.4,1,,
verify,0,1,1,5.4,1,,
strength,0,1,1,5.4,1,,
issue,0,1,1,5.4,1,,
execrate,0,1,1,5.4,1,,
barefaced,0,1,1,5.4,1,,
synchronous,0,1,1,5.4,1,,
movement,0,1,1,5.4,1,,
tiff,0,1,1,5.4,1,,
credible,0,2,1,5.4,1,,
psychology,0,1,1,5.4,1,,
signal,0,1,1,5.4,1,,
platitude,0,1,1,5.4,1,,
residual,0,1,1,5.4,1,,
agitate,0,1,1,5.4,1,,
expire,0,1,1,5.4,1,,
irritate,0,2,1,5.4,2,,
prune,0,1,1,5.4,1,,
orient,0,1,1,5.4,1,,
balloon,0,1,1,5.4,1,,
damper,0,1,1,5.4,1,,
decipher,1,1,1,5.4,1,,0.0
bigot,0,1,1,5.4,1,,
iridescent,0,1,1,5.4,1,,
enunciate,0,1,1,5.4,1,,
deadlock,0,1,1,5.4,1,,
mirth,0,1,1,5.4,1,,
distain,0,1,1,5.4,1,,
abstract,0,1,1,5.4,1,,
earshot,0,1,1,5.4,1,,
exonerate,0,1,1,5.4,1,,
timid,0,1,1,5.4,1,,
lucid,0,1,1,5.4,1,,
mournful,0,1,1,5.4,1,,
canonize,0,1,1,5.4,1,,
incumbent,0,1,1,5.4,1,,
awkward,0,2,1,5.4,2,,
encompass,0,1,1,5.4,1,,
fast,0,1,1,5.4,1,,
axiomatic,0,1,1,5.4,1,,
authentic,0,1,1,5.4,1,,
catastrophe,0,1,1,5.4,1,,
indigent,0,1,1,5.4,1,,
abridge,0,1,1,5.4,1,,
revoke,2,2,1,5.4,1,,
melodramatic,0,1,1,5.4,1,,
prosperous,0,1,1,5.4,1,,
relevant,0,1,1,5.4,1,,
subtle,0,1,1,5.4,1,,
imposing,0,1,1,5.4,1,,
debase,0,1,1,5.4,1,,
exhaust,0,1,1,5.4,1,,
founder,0,1,1,5.4,1,,
remorse,0,1,1,5.4,1,,
illuminate,0,1,1,5.4,1,,
implement,0,1,1,5.4,1,,
tranquility,0,1,1,5.4,1,,
entice,0,1,1,5.4,1,,
defuse,0,1,1,5.4,1,,
credence,0,1,1,5.4,1,,
latitude,0,1,1,5.4,1,,
deplete,0,2,1,5.4,2,,
prototype,0,1,1,5.4,1,,
bromide,0,1,1,5.4,1,,
persistence,0,2,1,5.4,2,,
bawdy,0,1,1,5.4,1,,1.0
mannered,0,1,1,5.4,1,,
imitation,0,1,1,5.4,1,,
constringe,0,1,1,5.4,1,,
assess,0,1,1,5.4,1,,
kidnap,0,1,1,5.4,1,,
resplendent,5,3,1,5.398223177578125,8,,
plod,3,2,1,5.3930130943125,8,,
plodder,4,2,1,5.3930130943125,8,,
implode,5,3,1,5.3930130943125,8,,
eschew,4,2,1,5.38617275,6,,0.0
friction,0,7,1,5.385,13,,
vex,7,3,1,5.382673568071951,10,,0.0
expiate,2,1,1,5.3823089999999985,5,,
swagger,6,3,1,5.371820180925001,9,唐老鸭,0.0
wag,5,1,1,5.371820180925001,9,,0.0
ineffable,1,1,1,5.369913,5,预言故事,
fable,1,1,1,5.369913,5,预言故事,
affable,3,2,1,5.369913,5,预言故事,
panacea,3,2,1,5.3699129999999995,5,,
convex,9,5,1,5.343986236055311,12,,0.0
observant,2,2,1,5.323500000000001,3,,
fervent,5,2,1,5.3172383017125,8,,
presage,3,2,1,5.301000000000001,3,,
sage,1,1,1,5.301000000000001,3,,
engender,1,1,1,5.301000000000001,3,,
derelict,1,1,1,5.301000000000001,3,,
prevail,1,1,1,5.301000000000001,3,,0.0
malaise,1,1,1,5.301000000000001,3,,
incite,4,2,1,5.295654000000002,5,,
perturb,3,2,1,5.28408,4,,
culpable,3,2,1,5.28408,4,cul批判,
imperturbable,3,3,1,5.28408,4,,
inquisitive,3,2,1,5.272020000000001,4,,
vapid,2,1,1,5.255415,5,记忆心得xxxx,1.0
deter,1,5,1,5.255308800000002,4,,
relapse,2,2,1,5.2369194000000014,5,,
maelstrom,4,3,1,5.225830532142859,7,xxxx,0.0
kindred,5,3,1,5.189908485,8,,0.0
apprehensive,2,2,1,5.187000000000001,3,,
partial,2,2,1,5.187000000000001,3,,
foolproof,1,1,1,5.1869999999999985,4,,
salvage,2,2,1,5.16219,4,,
surly,2,2,1,5.16219,4,,
rive,1,1,1,5.16219,4,,
furtive,2,2,1,5.16219,4,,
disdain,2,2,1,5.16219,4,,
riveting,1,1,1,5.16219,4,,
drivel,1,1,1,5.16219,4,,
contrived,2,2,1,5.16219,4,,
studio,2,2,1,5.1561,3,,
slovenly,11,2,1,5.1340646809396935,13,衣衫不整,
contemplate,1,1,1,5.13,2,,
particularize,1,1,1,5.13,2,,
endorse,1,1,1,5.13,2,,
referee,1,1,1,5.13,2,,
dichotomy,1,1,1,5.13,2,,
delegate,1,1,1,5.13,2,,
truant,1,1,1,5.13,2,,
tendentious,8,3,1,5.109211921875,7,tendent 准备做的，有偏见的,
sarcasm,10,2,1,5.101353522544303,12,,
stigma,10,2,1,5.100669542860676,12,,0.0
obsequious,9,2,1,5.0612093892217285,11,obse遵守，quious谄媚,1.0
superfluous,6,2,1,5.060701105031251,9,super超级，fluous多到流出来,0.0
predilection,15,3,1,5.05266716853828,18,,1.0
annex,2,2,1,5.049722222222223,3,,
invective,11,4,1,5.029228113127823,13,,
inducement,6,4,1,5.028843222180001,8,,
debilitate,8,2,1,5.013933866613222,10,,
conversant,8,2,1,5.013933866613222,10,,0.0
asylum,2,1,1,5.0085,3,,
desiccate,2,1,1,5.0085,3,,
groggy,2,1,1,5.000560387093857,82,,
insensitive,0,1,1,5.0,2,,
sensitive,0,1,1,5.0,2,,
emancipate,0,2,1,5.0,2,,
lionize,3,2,1,4.9616163,5,,
imprudent,18,7,1,4.95958655965416,18,君子,
somber,7,2,1,4.9563968168359365,9,"som 太阳落幕，m山峰，太阳sun落到m下，昏暗无光，ber，b下面
som 太阳落幕，m山峰，太阳sun落到m下，昏暗无光，ber，b下面",0.0
taunt,7,2,1,4.9563968168359365,9,,
hamstring,6,3,1,4.950454949267108,10,,
rile,4,2,1,4.944556605,6,rile，热了，生气了,
puerile,6,3,1,4.944556605,6,rile，热了，生气了,
sterile,4,3,1,4.944556605,6,rile，热了，生气了,
philanthropic,11,3,1,4.911108327448104,14,,
reciprocate,11,3,1,4.911108327448104,14,,0.0
remiss,11,3,1,4.911108327448104,14,在路上跌倒 掉到井里,0.0
fabulous,1,1,1,4.8870000000000005,4,,0.0
laudatory,6,2,1,4.885092061392856,8,,
resurrect,6,2,1,4.885092061392856,8,re重新，surrect survive活着,
primordial,6,2,1,4.885092061392856,8,pri之前，mor早上，dial真诚的,1.0
libertine,6,2,1,4.885092061392856,8,liberti自由,
harbinger,6,2,1,4.885092061392856,8,,0.0
strand,6,2,1,4.885092061392856,8,,
narcissism,6,2,1,4.885092061392856,8,,0.0
pliable,6,2,1,4.885092061392856,8,,
deportation,6,2,1,4.885092061392856,8,,
overbearing,6,2,1,4.885092061392856,8,,
indemnity,6,2,1,4.885092061392856,8,赔款,1.0
remonstrance,15,4,1,4.883504376279246,19,人民宣言,0.0
shrewd,12,4,1,4.871284580553414,17,,
strut,10,3,1,4.870175228699974,13,,0.0
chorale,1,1,1,4.868933999999999,5,,
apropos,0,1,1,4.86,2,,
circumlocution,0,1,1,4.86,2,,
flinch,1,2,1,4.86,2,,
truce,0,1,1,4.86,2,,
constitute,0,1,1,4.859999999999999,2,,
sound,0,1,1,4.859999999999999,2,,
willful,0,1,1,4.859999999999999,2,,
bellwether,0,1,1,4.859999999999999,2,,
accessory,0,1,1,4.859999999999999,2,,
pacify,0,1,1,4.859999999999999,2,,
random,0,1,1,4.859999999999999,2,,
thorny,0,1,1,4.859999999999999,2,,
meander,0,1,1,4.859999999999999,2,,
compress,0,1,1,4.859999999999999,2,,
vacuous,0,1,1,4.859999999999999,2,,
exempt,0,2,1,4.859999999999999,3,,
erode,0,1,1,4.859999999999999,2,,
annul,0,1,1,4.859999999999999,2,,
reflect,0,1,1,4.859999999999999,2,,
nurture,0,1,1,4.859999999999999,2,,
innovative,0,1,1,4.859999999999999,2,,
bait,0,1,1,4.859999999999999,2,,
collapse,0,1,1,4.859999999999999,2,,
accumulate,0,2,1,4.859999999999999,3,,
exemplary,0,1,1,4.859999999999999,2,,
misdemeanor,1,1,1,4.859999999999999,2,,
bane,0,1,1,4.859999999999999,2,,
requisite,0,1,1,4.859999999999999,2,,
initiate,0,1,1,4.859999999999999,2,,
heterodox,0,1,1,4.859999999999999,2,,
mobile,0,1,1,4.859999999999999,2,,
refreshing,0,1,1,4.859999999999999,2,,
reconstitute,2,1,1,4.859999999999999,2,,
submissive,0,1,1,4.859999999999999,2,,
mean,0,1,1,4.859999999999999,2,,
abut,0,1,1,4.859999999999999,2,,
lapse,0,1,1,4.859999999999999,2,,
agility,0,1,1,4.859999999999999,2,,
homogenize,0,2,1,4.859999999999999,3,,
abrade,0,1,1,4.859999999999999,2,,
array,0,1,1,4.859999999999999,2,,
fretful,0,1,1,4.859999999999999,2,,
disarray,0,1,1,4.859999999999999,2,,
skeptic,0,1,1,4.859999999999999,2,,
fail-safe,0,1,1,4.859999999999999,2,,
ethics,0,1,1,4.859999999999999,2,,
jargon,0,1,1,4.859999999999999,2,,
manuscript,0,1,1,4.859999999999999,2,,
crux,0,1,1,4.859999999999999,2,,
fluctuate,0,1,1,4.859999999999999,2,,
weather,0,1,1,4.859999999999999,2,,
meet,0,1,1,4.8599999999999985,2,,
matriculate,0,1,1,4.8599999999999985,2,,
flourish,0,1,1,4.8599999999999985,2,,
breach,0,1,1,4.8599999999999985,2,,
affinity,0,1,1,4.8599999999999985,2,,
accomplish,0,1,1,4.8599999999999985,2,,
philistine,2,1,1,4.8599999999999985,2,,
posture,0,1,1,4.8599999999999985,2,,
comprehend,0,1,1,4.8599999999999985,2,,
frustrate,0,1,1,4.8599999999999985,2,,
pregnant,0,1,1,4.8599999999999985,2,,
assail,0,1,1,4.8599999999999985,2,,
anterior,0,1,1,4.8599999999999985,2,,
adversity,0,1,1,4.8599999999999985,2,,
equivocate,0,1,1,4.8599999999999985,2,,
taint,0,1,1,4.8599999999999985,2,,
downpour,0,1,1,4.8599999999999985,2,,
exceptional,0,1,1,4.8599999999999985,2,,
acute,0,1,1,4.8599999999999985,2,,
glisten,0,1,1,4.8599999999999985,2,,
unassailable,1,3,1,4.8599999999999985,2,,
obeisance,0,1,1,4.8599999999999985,2,,
exalt,0,1,1,4.8599999999999985,2,,
list,0,1,1,4.8599999999999985,2,,
obedient,0,1,1,4.8599999999999985,2,,
concur,2,1,1,4.8496159500000005,7,,
demolition,1,2,1,4.83314,6,,
throng,2,2,1,4.8236099999999995,4,,
torpor,5,2,1,4.805599510714286,7,torp躺尸,
intemperate,8,6,1,4.801680000000001,4,,
temperate,3,3,1,4.801680000000001,4,,
ignominy,9,3,1,4.796265889018472,12,ignore忽略，耻辱想忽略，ignominy,
stereotype,2,2,1,4.795026600000001,5,,
retard,5,2,1,4.794805494107143,7,re再，tard拖沓阻碍,0.0
oxymoron,5,2,1,4.794805494107143,7,前进后退？,0.0
sweltering,10,3,1,4.794805494107143,7,奔腾的,0.0
welter,5,2,1,4.794805494107143,7,奔腾的,0.0
innocuous,5,2,1,4.794805494107143,7,,
hoodwink,5,2,1,4.794805494107143,7,空穴来风,0.0
archaic,5,2,1,4.794805494107143,7,钻木取火,
travail,5,2,1,4.794805494107143,7,travel旅行，travail tra累，vail疲乏,
hobble,5,2,1,4.794805494107143,7,bb两个脚，套了链子,
pristine,5,2,1,4.794805494107143,7,,
cherubic,1,1,1,4.75,1,,
wicked,1,1,1,4.75,1,,
sturdy,3,2,1,4.678560000000002,5,sturdy茁壮的,
sycophant,3,2,1,4.678560000000002,5,,
reverberate,15,7,1,4.6772832750000015,6,,
domicile,4,2,1,4.6772832750000015,6,,
berate,4,2,1,4.6772832750000015,6,,
vivacious,4,2,1,4.6772832750000015,6,,
iconoclast,4,2,1,4.6772832750000015,6,"inconoclast猪。
icon标志的，o,clast爆炸的",0.0
circumspect,4,2,1,4.6772832750000015,6,circum周围，spect观察。对周围仔细观察，因为小心翼翼，谨慎,0.0
refute,4,2,1,4.6772832750000015,6,,
garrulous,4,2,1,4.6772832750000015,6,,
variegated,4,2,1,4.6772832750000015,6,,
satiate,4,2,1,4.6772832750000015,6,,
harass,4,2,1,4.6772832750000015,6,,
revolt,4,3,1,4.6725336695331,10, The smell of seafood revolts him,0.0
hierarchical,6,4,1,4.629603715219999,10,,
mischievous,7,3,1,4.629603715219999,10,,
hie,5,2,1,4.629603715219999,10,,
panoramic,1,2,1,4.6162410000000005,5,,
martinet,1,1,1,4.6066,3,,
camaraderie,1,1,1,4.6066,3,,
marvel,1,2,1,4.6066,3,,
hamper,1,2,1,4.6066,3,,
hallmark,1,1,1,4.6066,3,,
brim,1,2,1,4.6066,3,,
summary,1,2,1,4.6066,3,,
ennoble,1,2,1,4.6066,3,,
marsh,2,1,1,4.6066,3,,
license,1,2,1,4.6066,3,,
hard-bitten,1,2,1,4.6066,3,,
rigmarole,1,1,1,4.6066,3,,
marginal,1,1,1,4.6066,3,,
mar,1,1,1,4.6066,3,,
smart,2,2,1,4.6066,3,,
miserly,1,2,1,4.6066,3,,
smarmy,4,2,1,4.6066,3,,
stipulate,1,2,1,4.6066,3,,
burnish,1,2,1,4.6066,3,,
motley,1,2,1,4.6066,3,,0.0
conundrum,1,2,1,4.6066,3,,
fitful,1,2,1,4.6066,3,,0.0
circumvent,1,2,1,4.6066,3,,
imbibe,3,2,1,4.5677520000000005,5,,
dullard,3,2,1,4.5178884,5,,
prodigal,13,2,1,4.5178884,5,prob，迫不得已,0.0
prod,3,1,1,4.5178884,5,prob，迫不得已,0.0
counterproductive,5,2,1,4.5178884,5,prob，迫不得已,0.0
prodigious,6,2,1,4.5178884,5,prob，迫不得已,0.0
unproductive,3,2,1,4.5178884,5,prob，迫不得已,0.0
copious,7,3,1,4.506212143285783,10,,
don,0,1,1,4.5,1,,
rustle,0,1,1,4.5,1,,
specific,0,1,1,4.5,1,,
condone,0,1,1,4.5,1,,
kindle,0,1,1,4.5,1,,
ambiguous,0,1,1,4.5,1,,
purity,0,1,1,4.5,1,,
hedonism,0,1,1,4.5,1,,
donor,0,1,1,4.5,1,,
screen,0,2,1,4.5,2,,
pseudonym,0,1,1,4.5,1,,
cordon,2,1,1,4.5,1,,
religion,0,1,1,4.5,1,,
sip,0,1,1,4.5,1,,
harmonious,0,1,1,4.5,1,,
insipid,0,1,1,4.5,1,,
motto,1,1,1,4.5,2,,
equity,0,1,1,4.5,1,,
espouse,0,1,1,4.5,1,,
abandon,0,2,1,4.5,1,test,
dissipate,1,1,1,4.5,1,,
fury,0,1,1,4.5,1,,
serpentine,8,3,1,4.488966554131501,10,,
cement,3,2,1,4.410009945,6,,
commencement,5,3,1,4.410009945,6,,
sprightly,8,2,1,4.404938918581959,11,spring春天的，sprightly活泼的,
delusion,2,2,1,4.3889999999999985,4,,
sanitary,2,2,1,4.3889999999999985,4,,
abreast,0,1,1,4.374,3,,
annotate,0,1,1,4.374,3,,
nominal,1,2,1,4.312199999999999,4,,
stodgy,6,2,1,4.274455553718751,9,,
impuissance,12,7,1,4.248832095268302,12,"pu、push，推动，有力的
im无，puissance耐心力量。不持久，虚弱",
puissance,5,3,1,4.248832095268302,12,pu、push，推动，有力的,
shroud,9,3,1,4.209310099535228,13,shround，sh卷曲，roud藏起来,0.0
germane,4,2,1,4.0721000920714285,7,,0.0
dissolve,0,1,1,4.05,2,,
bungle,0,1,1,3.9366,4,,
veto,1,2,1,3.8874,3,,
captivate,1,2,1,3.8874,3,,
covetous,2,2,1,3.8874,3,,
debunk,1,2,1,3.8874,3,,
sneer,1,2,1,3.8874,3,,
pertain,1,2,1,3.8874,3,,
accede,1,3,1,3.7006115277435936,10,,
stigmatize,10,3,1,3.696023622595968,13,,0.0
faction,0,2,1,3.6001800000000013,4,,
reactionary,1,2,1,3.5639999999999987,2,,
secede,3,3,1,3.4697065710937496,8,,
precedent,3,4,1,3.4697065710937496,8,,
cede,0,2,1,3.4697065710937496,8,,
broach,0,2,1,2.9160000000000004,2,,
entreat,0,2,1,2.9159999999999995,2,,
lambaste,1,3,1,2.677986666666667,3,,
prerequisite,0,2,1,2.6244,3,,
jeopardy,0,2,1,2.6244,3,,
cogent,1,2,1,2.4931799999999997,4,,
infamous,1,2,1,6.093500000000001,3,,
concede,0,3,1,1.8736415483906248,9,,
affirm,0,3,1,1.7495999999999996,2,,
